Clave de entidad federativa,Nombre de la entidad,Clave de municipio o delegación,Nombre del municipio o delegación,Clave de localidad,Nombre de la localidad,Población total,Población masculina,Población femenina,Población en hogares censales indígenas,Grado promedio de escolaridad,Población económicamente activa,Población sin derechohabiencia a servicios de salud  ,Población derechohabiente a servicios de salud
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Maricela,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Huizachal,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Isabeles,58,33,25,0,5.61,20,1,57
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Refugio,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Laguna de los Adobes,14,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Lirios,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas de Arellano,245,122,123,0,6.78,79,93,152
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lotes de Arellano,629,318,311,1,4.96,233,132,497
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Marías (Las 3 Marías),4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Marlborito,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Membrillos,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Mesa del Salto (Fracción de Montoro),3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Mesa,16,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mirador,12,4,8,0,11.7,7,5,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Misterio,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Molino,31,19,12,0,9.53,6,0,31
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Nochtli,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ojo de Agua,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Olivos [Granja],5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Órganos,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Paraíso [Rancho],5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Pirul,20,11,9,0,7.08,7,3,17
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Pirul (El Pirulito) [Rancho],37,22,15,0,4.87,14,25,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Plan del Horno,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Pocitos,5169,2551,2618,18,8.8,2059,1429,3726
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Pozo,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Potrero Grande,56,27,29,0,6.19,20,9,44
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Presa Nueva,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Providencia,132,65,67,0,7.66,47,57,75
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Puerta de los Viejitos,89,48,41,0,5.63,29,11,77
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Casa Blanca,12,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Dos Arbolitos [Rancho],1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Carmen [Rancho],7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Venado [Rancho],7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Nicolás de Arriba,11,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Estrella [Rancho],64,37,27,0,6.58,26,14,50
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Luz [Rancho],3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Manga [Rancho],2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Primavera,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Boyuyos [Rancho],2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mitawa [Rancho],18,7,11,0,4.22,5,5,13
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Nuevo,47,24,23,0,5.57,16,2,45
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho San Carlos,42,21,21,0,6.26,12,5,37
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Gerónimo,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Topogigio,19,8,11,0,10,6,13,6
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Relicario,236,111,125,0,7.02,79,55,175
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Rinconada (La Escondida),24,11,13,0,7.05,9,0,24
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Isidro de los Esparza,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Isidro [La Estación],24,13,11,4,4.45,7,5,19
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Cristóbal,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Nicolás de en Medio,29,16,13,0,6.07,6,6,23
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José del Cono,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Isidro,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José,33,17,16,0,8.29,12,15,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Martín,55,29,26,0,6.53,26,12,43
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Isidro (Granja Santa Anita),36,21,15,0,6.65,11,1,35
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Miguel,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Andrés,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Viñedos San Felipe 2da. Sección,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Judas,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Nicolás de la Cantera,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Santa Cruz,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Elena,15,7,8,0,5.83,8,6,9
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Elena (Tres Pelonas),15,7,8,0,6.22,5,0,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Inés,21,10,11,0,4.33,6,0,21
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Teresa,17,8,9,0,5.3,6,1,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Carmen,14,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Sabino (San Román),5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Salero,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Sandovales de Abajo,33,15,18,0,4.73,8,7,26
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Sandovales de Arriba,53,24,29,4,7.5,21,26,27
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Gato,40,20,20,0,6.3,11,6,34
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Tijera,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Torre,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Trojes,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Varal,53,26,27,0,7.36,21,15,38
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Columpio,26,6,20,0,7.65,7,11,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Villa-Eguia [Centro de Convenciones],5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Viñedos San Francisco (Las Cochineras),10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Víboras,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Villa Su,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Claudia,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Yerbaníz,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Azarco,10,6,4,0,3.5,2,3,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José de Buenavista,22,10,12,0,6.64,6,12,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Cañada de las Habas,25,14,11,0,6.05,8,4,21
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Carmen,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ex-Hacienda de Peñuelas,16,4,12,0,5.78,2,4,12
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Fraccionamiento Lomas del Sur,1207,604,603,11,11.9,566,131,1064
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granjas Fátima,492,242,250,5,6.26,156,131,358
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Guerrero,149,79,70,0,6.18,56,19,130
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Tres Elenas,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas del Guarda,19,10,9,0,4.93,8,9,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Mesa del Tepetate,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas de Nueva York,382,188,194,0,6.13,129,87,295
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Francisquito (Los Salazar),6,4,2,0,4.33,4,1,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Juan del Río,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Suspiro,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa María,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granjas Quinta Yola,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Lagunita,17,8,9,0,3.8,6,7,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Martín (El Zorrillo),115,56,59,0,5.87,49,23,92
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Nueva Teresa,222,110,112,4,7.67,81,49,173
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Vergel (El Paraíso),49,23,26,0,6.5,27,14,35
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Álamo,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ampliación de Calvillito (Colonia la Herrada),85,42,43,0,6.72,26,1,84
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Bajío de los Carreones,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Sociedad,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Buenavista,14,9,5,0,2.9,5,9,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Calandria,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cañada del Duraznillo,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cañada Grande,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Capirote,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Ocal (El Capirote),12,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El 14,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Margarita (Viñedos Aguascalientes),3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Césped San Ignacio,51,25,26,0,12.91,15,17,34
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Chamizal,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Chiflido,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Chiripa,16,8,8,0,5.58,7,16,0
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Chorizo,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Llamas,15,8,7,0,6.09,7,12,3
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Picacho [Club de Golf],6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Mónica [Club Hípico],4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Relicario,21,9,12,0,6.88,9,5,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Cono,98,50,48,0,6.33,36,33,65
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Copetillo,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Copetillo Chico (La Miseria),2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Corales,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Coyotes,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Cruz,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Cumbres III,1337,687,650,14,5.69,420,377,960
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Dominado (El Relicario),111,52,59,0,5.84,31,21,87
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Durón I,43,28,15,0,7.56,12,4,39
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ejido los Negritos,213,105,108,0,7.33,82,51,162
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Emiliano Zapata,20,9,11,0,6.21,8,8,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Escuadra,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Esfuerzo,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Villa Paraíso,16,9,7,0,8.25,3,0,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ex-Hacienda de San Ignacio,73,41,32,0,7.74,25,12,61
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Frutas Concentradas,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Valle de San Ignacio (El Filso),154,82,72,0,7.83,60,38,113
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Brenda,19,8,11,0,5.75,4,5,14
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Chely,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Duarte,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Conejal [Granja],9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Gemelas,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Guadalupe,14,7,7,0,4.4,5,7,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Trinidad (La Lucita) [Granja],2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Granjas (Santa Elena),13,8,5,0,6.75,4,6,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Laura Angélica,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Jacalitos [Granja],18,10,8,0,7,6,0,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Lupita,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Mariana,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Paula Cecilia,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San Antonio,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San José,11,6,5,0,7.13,5,1,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Santa Elena,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja Vejarano,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Huerta Marcela,13,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Las Jarillas [Rancho],31,18,13,0,5.87,9,2,29
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Jazminez,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Jiménez,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,K-10,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Laborcilla,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Colonia Veteranos de la Revolución,72,38,34,0,7.53,26,22,50
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Laureles,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Los Laureles,12,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Lobera,38,20,18,0,6.87,12,8,30
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Salada,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Francisco de la Cruz,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Rinconada,10,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno,22,15,7,0,8,10,4,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ninguno,16,9,7,0,3.62,7,6,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ejido el Centinela,8,5,3,0,4.29,4,4,4
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Discordia,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Colonia la Perla,284,145,139,0,6.62,105,44,240
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Lomas San Judas Tadeo,18,10,8,0,4.71,7,10,8
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Maistrujenio,8,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Manga del Toro,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Loma del Mezquite,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Minerales Ganaderos,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Mirador,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Ojos de Agua la Estancia,22,13,9,0,6.27,8,7,15
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Plan de Lagos,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Don Mónico [Granja],3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Plan del Jaral,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Playas de Guadalupe,121,59,62,0,6.71,45,12,109
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Potrero del Molino,7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Prohico,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Providencia,5,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Providencia (Granja Mary Chuy),9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Purísima,2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Alegre Número Quince,32,17,15,0,5.45,8,3,29
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Fraccionamiento los Ángeles,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Doña María [Rancho],18,7,11,0,8,7,0,18
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Chiflido [Rancho],20,9,11,0,5.33,5,10,10
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Coyote [Rancho],1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Duraznillo [Rancho],17,6,11,0,6.29,3,10,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Rinconada (La Escondida),7,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Niágara [Rancho],9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Refugio Número Dos [Rancho],85,51,34,0,5.85,18,8,77
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Zapote [Rancho],3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Chiripa [Rancho],14,5,9,0,3.8,3,9,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Miguelito de Arriba [Rancho],48,21,27,0,5.77,11,1,47
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Herradura [Rancho],9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Loma [Rancho],2,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Palma [Rancho],64,34,30,0,6.26,20,10,54
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,La Soledad [Rancho],10,4,6,0,3.43,4,3,7
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Nuevo 1880,6,2,4,0,7,3,1,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Porvenir [Rancho],9,3,6,0,7.14,3,4,5
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho San Martín,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Rancho Santa Teresa,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Granja San Nicolás,1,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Rebozo,11,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Rodeo,30,14,16,0,6.18,9,14,16
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Salero,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Cristóbal,6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Francisco,9,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Gabriel,4,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San José del Refugio,3,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,San Miguelito,65,31,34,0,5.8,20,21,44
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Isabel (El Tajito),38,18,20,0,6.96,15,6,32
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,Santa Rita,41,23,18,0,10.44,20,15,26
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Puente [Granja],6,*,*,*,*,*,*,*
#NAME?,Aguascalientes,#NAME?,Aguascalientes,#NAME?,El Socorro,15,9,6,0,7.7,4,4,11
