Clave de entidad federativa,Nombre de la entidad,Clave de municipio o delegación,Nombre del municipio o delegación,Clave de localidad,Nombre de la localidad,Población total,Población masculina,Población femenina,Población en hogares censales indígenas,Grado promedio de escolaridad,Población económicamente activa,Población sin derechohabiencia a servicios de salud  ,Población derechohabiente a servicios de salud
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,San Francisco (Palos Nietos),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Juan Saucedo Martínez,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Dos R,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,San José (El Chupadero),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,La Parrita,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Armando Losoya,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,La Gloria,24,12,12,N/D,N/D,N/D,N/D,N/D
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,El Coyote,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Las Cuevas,9,5,4,0,4.83,5,3,6
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,El Guajillal,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,La Pileta,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Santa Emilia,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Pedro Sánchez,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Profesor Daniel Pérez S. [Centro Recreativo Regional Sección 5],7,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Las Margaritas,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,El Pitayo,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,La Quinta de los Santos,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,Dos Hermanos,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Guerrero,#NAME?,El Puerto,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Total del Municipio,1852,955,897,2,7.37,580,830,826
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Localidades de una vivienda,71,47,24,2,*,22,22,13
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Localidades de dos viviendas,65,32,33,0,*,2,5,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Hidalgo,1638,836,802,0,7.44,552,803,807
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Los Apaches,9,4,5,0,0,0,0,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Los Borregos,12,6,6,0,0,0,0,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Brasil,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Las Cuevitas,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Chorro,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Chupadero,6,4,2,0,6,4,0,6
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Las Iglesias (Iglesias de Flores),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Lazaderos (Lazaderos Número Uno),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Nogal,9,5,4,0,0,0,0,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Palo Blanco,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Puerto de Agua Verde (El Puerto),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Rancherías,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Rancho Nuevo,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,San Francisco,12,6,6,N/D,N/D,N/D,N/D,N/D
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,San Jesús,9,5,4,N/D,N/D,N/D,N/D,N/D
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Santa Bárbara,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Tanquecillos,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Encino,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,San Fernando (El Gallo),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Ojito,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Alto Bonito,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,La Grulla,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Canoitas,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Rodeo,9,4,5,0,0,0,0,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Santo Tomás,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Peñitas Dos,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Barrocito,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,San Emeterio,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Las Lomas,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Vergel,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,La Felicidad,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Santa Celia,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Santa Eulalia,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Vista Verde,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Semoro (Arroyitos),12,6,6,0,0,0,0,0
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,La Piña,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Santa Martha,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Los Tiernos,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,María Gutiérrez (Santa Martha),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Las Palomas,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Rancho Nuevo,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,La Pasadita,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Recuerdo,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,El Dorado,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Agua Verde,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,La Barranca,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Saúl Rascón,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Ticos Ranch,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Juan Vargas de la Rosa,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Raymundo de la Rosa,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Hidalgo,#NAME?,Las Ventanas,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Total del Municipio,9935,5041,4894,40,6.39,3369,2644,7196
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Localidades de una vivienda,202,132,70,0,*,93,91,104
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Localidades de dos viviendas,53,31,22,0,*,19,9,44
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Jiménez,1160,580,580,10,6.99,425,418,732
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Carmen,12,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Cristales,388,196,192,0,6.04,135,101,287
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Divisadero,120,62,58,0,6.55,51,9,108
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Emiliano Zapata (Santa Elena),140,72,68,0,5.61,46,41,99
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Madero del Río,506,260,246,0,6.14,163,131,375
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Muralla,402,205,197,0,6.62,97,45,354
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Bandera (Nueva Bandera),84,42,42,0,5.54,35,26,58
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Nueva Jarita,109,63,46,0,5.13,34,13,95
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Balcones (Nuevos Balcones),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Orégano,498,266,232,11,5.57,155,84,404
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Vieja Palestina,219,109,110,0,6.55,63,69,150
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Palmira (Victoria),428,211,217,0,5.62,159,16,409
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Potasa,240,119,121,8,7.11,79,36,203
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Potasa (La Mota),15,7,8,0,6.75,4,9,6
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Purísima,456,230,226,3,5.39,157,139,316
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,San Carlos,3126,1557,1569,2,6.83,1056,909,2177
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Santa María,929,471,458,6,6,315,281,635
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,San Vicente,153,72,81,0,6.11,54,53,100
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Los Toritos,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Álamo,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,San Matías,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,San José,17,9,8,0,3.64,4,2,15
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Cabeceras,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Tepeyac (El Capricho),163,81,82,0,6.14,50,36,127
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Santa Rosa,266,140,126,0,5.75,90,76,187
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Madero del Río,137,65,72,0,6.06,43,15,122
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Balcones,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Jarita,22,8,14,0,5.55,5,0,22
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Lajita,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Las Lilas,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,López,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Marcelino Cruz,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Nueva Palestina (La Y),19,9,10,0,6.46,9,4,15
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Nuevo Miravalles,18,7,11,0,5.63,4,3,15
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Antonio Vázquez (Nueva Palestina),29,17,12,0,5.48,12,24,5
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Oro Verde,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Alfredo Martínez,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Salto,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rancho de Soto,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,El Tinaco (Hermín Valdez Torres),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Cascada,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Presa Centenario,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Ignacio García,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Reynaldo Castro,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Francisco Huerta,12,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Manuela Dávila,9,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Domingo Romero Ibarra,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Miguel Hernández,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Felipe Martínez,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Aurelio Duarte Loera,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Jesús Martínez,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Albino Varela Herrera,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,La Salada,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rancho Jóvenes del Rey,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rancho Ciudad de Dios,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Matías de la Peña,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Juan Rodríguez,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,León Martínez,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Facundo Tobías,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Manuel de Jesús Pachicano,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Eliseo Cervantes Delgado,8,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Juan García Barrera,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,José Narváez Faz,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Los Pinos,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Presa Centenario,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rancho 2H,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rogelio García Arévalo,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Rubén Pérez,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,San José,19,10,9,0,6.83,6,4,15
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Santos Loera Santillán,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Tres Puentes,7,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Dalmasio Díaz,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Kilómetro 22 (San Vicente),17,10,7,0,7.67,6,0,17
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Ampliación San Carlos,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,García Lemos,8,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,José Moreno,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Jiménez,#NAME?,Clamor en el Barrio,71,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Total del Municipio,1599,827,772,2,7.22,558,496,1089
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Localidades de una vivienda,90,49,41,0,*,44,22,64
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Localidades de dos viviendas,29,19,10,0,*,13,16,13
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Juárez,890,445,445,2,7.47,294,261,628
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Álamo,92,48,44,0,6.53,30,5,87
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Don Martín,310,161,149,0,7.49,115,121,185
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Santa Rita,49,28,21,0,6.67,19,20,26
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Sección 22-0,86,48,38,0,6.7,23,32,54
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Campo Romania,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Manzanares,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Comanche,7,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Potrero,5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Santa Rita (Eleazar Moreno Quintero),2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,La Tinaja,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Cuarenta y Cinco,53,29,24,0,6.55,20,19,32
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Palomas,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Monclova [Club de Caza y Pesca],5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Italiano,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Campo Vale,9,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Nuevo Almadén,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Campo Tío Nacho,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,"Don Martín [Club de Caza, Tiro y Pesca]",8,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Fuerte,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Chavelito,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Tecolote (Ricardo Flores Wong),4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,María Isabel,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,San Jorge,6,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,El Lucero,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Ramiro García,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,José López González,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Ramón Ramírez Sánchez,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Club las Carpas (Juan Mendoza),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Casi Nada Ranch,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,La Vaquerita (Homero Martínez Pecina),5,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Juan Pablo Luna,8,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Joaquín Esparza Escobedo,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Santa Rosa,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Rancho Nuevo,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Santa Rita,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Juárez,#NAME?,Reynaldo García Villaseñor,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Total del Municipio,1835,941,894,0,7.9,561,301,1510
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Localidades de una vivienda,31,18,13,0,*,13,13,15
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Localidades de dos viviendas,3,2,1,0,*,2,2,0
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Lamadrid,1801,921,880,0,7.95,546,286,1495
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Cariño de la Montaña,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,El Marqués de Aguayo (Los Ojos de Adriana),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Polka (Estación Polka),4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,San Marcos,4,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Ricardo Octavio Múzquiz (El Marqués de A.),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,El Marqués de A. (Santa Elena del Marqués),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Jesús Zertuche Villarreal,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Potrero de Menchaca (Jaime García Sánchez),2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,El Rincón (Potrero de Menchaca),3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Potrero de Menchaca (Rosemberg Menchaca),1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Luis Enrique Miller,2,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Alejandro Menchaca,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,Los Nogales,3,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Lamadrid,#NAME?,José Armendáriz Esquivel,1,*,*,*,*,*,*,*
#NAME?,Coahuila de Zaragoza,#NAME?,Matamoros,#NAME?,Total del Municipio,107160,53353,53807,207,8.13,39240,29063,77538
#NAME?,Coahuila de Zaragoza,#NAME?,Matamoros,#NAME?,Localidades de una vivienda,280,164,116,2,*,117,87,193
#NAME?,Coahuila de Zaragoza,#NAME?,Matamoros,#NAME?,Localidades de dos viviendas,94,54,40,3,*,41,34,60
#NAME?,Coahuila de Zaragoza,#NAME?,Matamoros,#NAME?,Matamoros,52233,25834,26399,79,8.74,19607,13722,38273
#NAME?,Coahuila de Zaragoza,#NAME?,Matamoros,#NAME?,Atalaya,656,338,318,5,6.63,228,126,528
